CustomerKey,First trade,Last trade,Total volume,Number of trade,% bike,% clothing,% accessories
28185,06/03/2014,06/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28193,06/03/2014,23/12/2016,"6016,33",3,"66,67%","33,33%","0,00%"
28088,06/03/2014,06/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
17065,06/03/2014,25/06/2016,"4417,75",3,"66,67%","33,33%","0,00%"
14581,06/03/2014,02/07/2016,"1563,0482",6,"33,33%","16,67%","50,00%"
17308,06/03/2014,30/06/2016,"6021,62",2,"100,00%","0,00%","0,00%"
12211,07/03/2014,16/07/2016,"5908,25",3,"66,67%","0,00%","33,33%"
28179,07/03/2014,07/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28183,07/03/2014,07/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28112,07/03/2014,07/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
14584,07/03/2014,19/07/2016,"10062,8582",6,"33,33%","16,67%","50,00%"
13784,08/03/2014,25/12/2016,"9433,09",4,"75,00%","25,00%","0,00%"
17229,08/03/2014,15/07/2016,"4471,74",4,"50,00%","50,00%","0,00%"
17246,08/03/2014,23/08/2016,"6785,35",4,"50,00%","0,00%","50,00%"
12220,09/03/2014,30/07/2016,"9528,5",4,"50,00%","0,00%","50,00%"
11337,09/03/2014,20/07/2016,"11536,99",8,"37,50%","12,50%","50,00%"
28097,09/03/2014,09/03/2014,"7156,54",1,"100,00%","0,00%","0,00%"
25888,09/03/2014,01/08/2016,"9247,64",4,"50,00%","0,00%","50,00%"
11058,09/03/2014,06/06/2016,"11648,01",6,"50,00%","16,67%","33,33%"
17294,09/03/2014,08/11/2016,"7933,98",3,"66,67%","0,00%","33,33%"
17299,09/03/2014,17/11/2016,"10374,46",3,"66,67%","0,00%","33,33%"
28158,10/03/2014,26/12/2016,"16732,14",3,"66,67%","0,00%","33,33%"
17247,10/03/2014,03/08/2016,"15167,53",5,"40,00%","40,00%","20,00%"
17280,10/03/2014,05/04/2016,"19335,72",5,"40,00%","20,00%","40,00%"
25889,12/03/2014,19/08/2016,"4651,11",5,"40,00%","0,00%","60,00%"
17069,12/03/2014,30/06/2016,"4426,74",4,"50,00%","50,00%","0,00%"
20052,13/03/2014,20/03/2016,"3214,0282",5,"40,00%","0,00%","60,00%"
20054,13/03/2014,13/04/2016,"11254,8582",5,"40,00%","0,00%","60,00%"
11061,13/03/2014,16/06/2016,"8129,02",6,"50,00%","0,00%","50,00%"
17248,13/03/2014,04/09/2016,"4382,75",3,"66,67%","0,00%","33,33%"
13570,14/03/2014,30/12/2016,"5948,23",5,"40,00%","0,00%","60,00%"
28164,14/03/2014,14/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
17064,14/03/2014,12/05/2016,"4506,76",3,"66,67%","0,00%","33,33%"
17249,14/03/2014,29/09/2016,"6972,15",4,"50,00%","50,00%","0,00%"
17295,14/03/2014,01/11/2016,"4392,74",4,"50,00%","0,00%","50,00%"
28096,15/03/2014,15/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28150,15/03/2014,15/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
17259,15/03/2014,21/10/2016,"4404,73",4,"50,00%","0,00%","50,00%"
17312,15/03/2014,15/11/2016,"4471,74",4,"50,00%","50,00%","0,00%"
12254,16/03/2014,30/07/2016,"9546,5",5,"40,00%","20,00%","40,00%"
28159,16/03/2014,26/12/2016,"9556,88",5,"40,00%","0,00%","60,00%"
28149,16/03/2014,16/03/2014,"7156,54",1,"100,00%","0,00%","0,00%"
14580,16/03/2014,02/07/2016,"2167,6864",2,"100,00%","0,00%","0,00%"
17285,16/03/2014,13/06/2016,"9671,47",5,"40,00%","0,00%","60,00%"
11250,17/03/2014,07/08/2016,"17316,22",11,"36,36%","18,18%","45,45%"
28162,17/03/2014,17/03/2014,"14313,08",1,"100,00%","0,00%","0,00%"
25879,17/03/2014,18/08/2016,"14858,79",4,"50,00%","25,00%","25,00%"
17257,17/03/2014,26/09/2016,"15215,54",5,"40,00%","60,00%","0,00%"
13783,18/03/2014,11/09/2016,"5955,23",4,"50,00%","0,00%","50,00%"
28154,18/03/2014,09/12/2016,"5971,33",3,"66,67%","33,33%","0,00%"
28170,18/03/2014,18/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
17351,18/03/2014,15/07/2016,"6117,69",6,"33,33%","16,67%","50,00%"
17332,18/03/2014,14/12/2016,"7188,11",5,"40,00%","60,00%","0,00%"
28180,19/03/2014,19/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
13560,19/03/2014,25/08/2016,"6453,23",5,"60,00%","0,00%","40,00%"
28148,19/03/2014,19/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
22109,19/03/2014,14/01/2016,"13150,51",3,"66,67%","33,33%","0,00%"
14590,19/03/2014,15/07/2016,"1597,5582",5,"40,00%","60,00%","0,00%"
11060,19/03/2014,27/06/2016,"8153,02",6,"50,00%","0,00%","50,00%"
17255,19/03/2014,08/09/2016,"7034,15",4,"50,00%","50,00%","0,00%"
17258,19/03/2014,03/10/2016,"4347,76",2,"100,00%","0,00%","0,00%"
13847,20/03/2014,05/09/2016,"5888,24",4,"50,00%","0,00%","50,00%"
28166,20/03/2014,20/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
20060,21/03/2014,08/08/2016,"5585,7982",2,"100,00%","0,00%","0,00%"
12255,21/03/2014,21/07/2016,"5883,25",3,"66,67%","0,00%","33,33%"
28401,21/03/2014,21/03/2014,"3374,99",1,"100,00%","0,00%","0,00%"
11333,21/03/2014,15/07/2016,"8163,31",6,"50,00%","0,00%","50,00%"
25886,21/03/2014,17/08/2016,"4673,31",5,"40,00%","20,00%","40,00%"
17241,21/03/2014,22/08/2016,"5187,23",3,"66,67%","0,00%","33,33%"
17973,21/03/2014,10/09/2016,"2551,3582",6,"33,33%","0,00%","66,67%"
17334,21/03/2014,09/12/2016,"4347,76",2,"100,00%","0,00%","0,00%"
13841,22/03/2014,19/10/2016,"13509,57",4,"75,00%","25,00%","0,00%"
28184,22/03/2014,22/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
22117,22/03/2014,15/07/2016,"4158,24",4,"50,00%","0,00%","50,00%"
28191,22/03/2014,04/12/2016,"5997,33",3,"66,67%","0,00%","33,33%"
17056,22/03/2014,23/05/2016,"5257,23",3,"66,67%","33,33%","0,00%"
17079,22/03/2014,12/06/2016,"4417,75",3,"66,67%","33,33%","0,00%"
12217,23/03/2014,08/07/2016,"9451,53",2,"100,00%","0,00%","0,00%"
13580,23/03/2014,29/12/2016,"17928,78",7,"57,14%","0,00%","42,86%"
28155,23/03/2014,06/12/2016,"11924,68",2,"100,00%","0,00%","0,00%"
28163,23/03/2014,23/03/2014,"7156,54",1,"100,00%","0,00%","0,00%"
17278,23/03/2014,02/10/2016,"7961,02",3,"66,67%","0,00%","33,33%"
17329,23/03/2014,05/06/2016,"9599,89",2,"100,00%","0,00%","0,00%"
25556,23/03/2014,08/10/2016,"1952,1664",4,"50,00%","0,00%","50,00%"
12219,24/03/2014,28/07/2016,"16702,04",5,"40,00%","20,00%","40,00%"
17233,24/03/2014,04/07/2016,"15852,06",2,"100,00%","0,00%","0,00%"
17240,24/03/2014,10/08/2016,"15119,84",5,"40,00%","0,00%","60,00%"
13845,25/03/2014,27/09/2016,"5917,24",4,"50,00%","25,00%","25,00%"
28167,25/03/2014,25/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28190,25/03/2014,06/12/2016,"8416,39",3,"66,67%","0,00%","33,33%"
13777,26/03/2014,29/12/2016,"9492,03",7,"42,86%","14,29%","42,86%"
28099,26/03/2014,28/12/2016,"13352,47",4,"50,00%","25,00%","25,00%"
28142,26/03/2014,26/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
14585,26/03/2014,24/07/2016,"3016,0682",3,"66,67%","0,00%","33,33%"
17232,26/03/2014,06/07/2016,"4347,76",2,"100,00%","0,00%","0,00%"
12212,27/03/2014,08/07/2016,"5898,26",2,"100,00%","0,00%","0,00%"
13579,27/03/2014,21/11/2016,"7295,04",10,"40,00%","10,00%","50,00%"
28171,27/03/2014,27/03/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28194,27/03/2014,22/12/2016,"6114,81",6,"33,33%","16,67%","50,00%"
22112,27/03/2014,24/02/2016,"8516,37",4,"50,00%","25,00%","25,00%"
20149,27/03/2014,07/08/2016,"3165,4182",5,"40,00%","20,00%","40,00%"
17279,27/03/2014,12/04/2016,"8464,97",2,"100,00%","0,00%","0,00%"
17286,27/03/2014,05/06/2016,"6029,57",3,"66,67%","0,00%","33,33%"
25557,27/03/2014,26/10/2016,"2954,1782",4,"50,00%","0,00%","50,00%"
25559,27/03/2014,17/10/2016,"1253,0682",4,"50,00%","0,00%","50,00%"
19339,28/03/2014,17/11/2016,"11371,7782",6,"50,00%","16,67%","33,33%"
13820,28/03/2014,27/09/2016,"5908,26",3,"66,67%","0,00%","33,33%"
14589,29/03/2014,16/07/2016,"1468,5882",2,"100,00%","0,00%","0,00%"
13794,30/03/2014,14/12/2016,"14581,79",9,"33,33%","0,00%","66,67%"
13846,30/03/2014,19/09/2016,"9511,52",3,"66,67%","0,00%","33,33%"
12256,30/03/2014,17/08/2016,"9531,52",3,"66,67%","0,00%","33,33%"
28147,30/03/2014,30/03/2014,"7156,54",1,"100,00%","0,00%","0,00%"
28152,30/03/2014,22/12/2016,"9603,59",4,"50,00%","50,00%","0,00%"
17256,30/03/2014,26/09/2016,"7941,01",4,"50,00%","0,00%","50,00%"
17277,30/03/2014,12/10/2016,"10550,42",4,"50,00%","50,00%","0,00%"
17288,30/03/2014,03/10/2016,"8004,51",5,"40,00%","20,00%","40,00%"
17293,30/03/2014,24/10/2016,"7996,02",3,"66,67%","33,33%","0,00%"
17326,30/03/2014,02/11/2016,"8935,52",3,"66,67%","0,00%","33,33%"
14429,01/04/2014,17/08/2016,"19129,1",6,"50,00%","0,00%","50,00%"
28222,01/04/2014,01/04/2014,"14313,08",1,"100,00%","0,00%","0,00%"
17975,01/04/2014,13/02/2016,"3615,8728",3,"66,67%","33,33%","0,00%"
11072,01/04/2014,17/06/2016,"20789,93",7,"42,86%","14,29%","42,86%"
12267,02/04/2014,17/08/2016,"5873,26",2,"100,00%","0,00%","0,00%"
11095,02/04/2014,27/06/2016,"8158,01",7,"42,86%","14,29%","42,86%"
17728,02/04/2014,06/07/2016,"4730,03",5,"40,00%","0,00%","60,00%"
28598,03/04/2014,03/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
17921,03/04/2014,06/10/2016,"4698,76",2,"100,00%","0,00%","0,00%"
17904,03/04/2014,06/08/2016,"4733,75",3,"66,67%","0,00%","33,33%"
28199,03/04/2014,03/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28257,04/04/2014,07/12/2016,"13170,47",4,"50,00%","0,00%","50,00%"
17510,04/04/2014,20/12/2016,"5161,21",3,"66,67%","0,00%","33,33%"
11343,05/04/2014,25/07/2016,"13043,99",9,"33,33%","22,22%","44,44%"
28273,05/04/2014,24/12/2016,"5962,34",2,"100,00%","0,00%","0,00%"
20165,05/04/2014,10/09/2016,"3191,4182",5,"40,00%","0,00%","60,00%"
25895,05/04/2014,10/08/2016,"4649,83",3,"66,67%","0,00%","33,33%"
11097,05/04/2014,25/07/2016,"10518,09",5,"60,00%","0,00%","40,00%"
18188,05/04/2014,09/08/2016,"13637,99",5,"40,00%","0,00%","60,00%"
18189,05/04/2014,27/05/2016,"4118,26",2,"100,00%","0,00%","0,00%"
17354,05/04/2014,15/07/2016,"6029,57",3,"66,67%","0,00%","33,33%"
25905,06/04/2014,08/09/2016,"8270,35",3,"66,67%","33,33%","0,00%"
14610,06/04/2014,27/07/2016,"1468,5882",2,"100,00%","0,00%","0,00%"
17920,06/04/2014,06/10/2016,"4733,75",3,"66,67%","0,00%","33,33%"
14427,07/04/2014,28/08/2016,"12029,53",10,"30,00%","10,00%","60,00%"
28200,07/04/2014,07/04/2014,"7156,54",1,"100,00%","0,00%","0,00%"
14602,07/04/2014,07/07/2016,"3849,6364",6,"33,33%","33,33%","33,33%"
17911,07/04/2014,02/09/2016,"8277,03",2,"100,00%","0,00%","0,00%"
14159,08/04/2014,15/10/2016,"16665,04",4,"50,00%","0,00%","50,00%"
28243,08/04/2014,24/12/2016,"16795,64",4,"50,00%","25,00%","25,00%"
28244,08/04/2014,15/12/2016,"16761,12",5,"40,00%","20,00%","40,00%"
28271,08/04/2014,08/04/2014,"14313,08",1,"100,00%","0,00%","0,00%"
28297,08/04/2014,08/12/2016,"16706,14",3,"66,67%","33,33%","0,00%"
14591,08/04/2014,10/07/2016,"3598,1628",4,"50,00%","0,00%","50,00%"
14603,08/04/2014,29/07/2016,"5131,3628",4,"50,00%","0,00%","50,00%"
11093,08/04/2014,10/06/2016,"18379,97",7,"42,86%","14,29%","42,86%"
11099,08/04/2014,02/07/2016,"20779,92",9,"33,33%","22,22%","44,44%"
17511,08/04/2014,24/01/2016,"14885,34",5,"40,00%","0,00%","60,00%"
17732,08/04/2014,17/07/2016,"15487,56",3,"66,67%","33,33%","0,00%"
14525,09/04/2014,28/10/2016,"6665,58",6,"50,00%","0,00%","50,00%"
14158,09/04/2014,22/10/2016,"5976,74",5,"40,00%","20,00%","40,00%"
13686,09/04/2014,09/09/2016,"8868,22",4,"75,00%","0,00%","25,00%"
28259,09/04/2014,24/12/2016,"6118,61",6,"33,33%","0,00%","66,67%"
28285,09/04/2014,20/12/2016,"8416,39",3,"66,67%","0,00%","33,33%"
11092,09/04/2014,23/06/2016,"8110,02",5,"60,00%","0,00%","40,00%"
17912,09/04/2014,27/09/2016,"4752,75",3,"66,67%","33,33%","0,00%"
17502,09/04/2014,17/08/2016,"6070,59",5,"40,00%","0,00%","60,00%"
25562,09/04/2014,28/10/2016,"1239,0882",2,"100,00%","0,00%","0,00%"
14150,10/04/2014,04/10/2016,"9832,91",5,"60,00%","0,00%","40,00%"
28250,10/04/2014,05/12/2016,"6016,33",3,"66,67%","33,33%","0,00%"
18193,10/04/2014,03/08/2016,"4145,54",4,"50,00%","0,00%","50,00%"
17514,10/04/2014,07/02/2016,"4142,23",5,"40,00%","20,00%","40,00%"
17736,10/04/2014,27/08/2016,"4742,74",4,"50,00%","25,00%","25,00%"
13767,11/04/2014,15/12/2016,"5910,22",5,"40,00%","0,00%","60,00%"
14157,11/04/2014,30/10/2016,"6650,6",4,"75,00%","0,00%","25,00%"
14183,11/04/2014,28/07/2016,"8321,31",5,"60,00%","20,00%","20,00%"
29399,11/04/2014,11/03/2016,"3936,47",3,"66,67%","0,00%","33,33%"
28234,11/04/2014,23/12/2016,"5976,32",4,"50,00%","0,00%","50,00%"
25903,11/04/2014,07/06/2016,"8171,09",4,"50,00%","0,00%","50,00%"
11080,11/04/2014,25/06/2016,"8204,02",7,"42,86%","14,29%","42,86%"
17915,11/04/2014,10/09/2016,"4792,73",5,"40,00%","40,00%","20,00%"
14191,12/04/2014,16/07/2016,"8301,31",5,"60,00%","20,00%","20,00%"
11341,12/04/2014,20/07/2016,"15208,91",8,"37,50%","12,50%","50,00%"
28268,12/04/2014,16/12/2016,"5997,33",3,"66,67%","0,00%","33,33%"
28296,12/04/2014,14/12/2016,"13254,51",3,"66,67%","0,00%","33,33%"
28298,12/04/2014,10/01/2016,"4828,11",3,"66,67%","0,00%","33,33%"
28587,12/04/2014,12/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
11096,12/04/2014,31/07/2016,"8063,04",4,"75,00%","25,00%","0,00%"
17924,12/04/2014,20/10/2016,"4733,75",3,"66,67%","0,00%","33,33%"
17925,12/04/2014,25/10/2016,"5819,25",2,"100,00%","0,00%","0,00%"
17353,12/04/2014,11/07/2016,"8492,93",4,"50,00%","0,00%","50,00%"
17730,12/04/2014,04/07/2016,"5926,19",5,"40,00%","20,00%","40,00%"
17910,12/04/2014,25/09/2016,"4698,76",2,"100,00%","0,00%","0,00%"
29398,13/04/2014,12/02/2016,"3964,47",3,"66,67%","33,33%","0,00%"
28246,13/04/2014,25/12/2016,"5976,32",4,"50,00%","0,00%","50,00%"
28339,13/04/2014,13/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
25901,13/04/2014,07/06/2016,"8186,11",3,"66,67%","33,33%","0,00%"
14596,13/04/2014,23/07/2016,"3056,0482",5,"40,00%","0,00%","60,00%"
17733,13/04/2014,21/07/2016,"4758,24",4,"50,00%","25,00%","25,00%"
28240,14/04/2014,24/12/2016,"9576,88",5,"40,00%","0,00%","60,00%"
28588,14/04/2014,14/04/2014,"7156,54",1,"100,00%","0,00%","0,00%"
17515,14/04/2014,30/04/2016,"7721,53",2,"100,00%","0,00%","0,00%"
13666,15/04/2014,07/12/2016,"23602,2",3,"66,67%","0,00%","33,33%"
19844,15/04/2014,11/11/2016,"15932,9",7,"28,57%","28,57%","42,86%"
28221,16/04/2014,16/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28224,16/04/2014,16/12/2016,"6016,33",3,"66,67%","33,33%","0,00%"
28299,16/04/2014,16/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
11077,16/04/2014,14/06/2016,"10588,09",5,"60,00%","0,00%","40,00%"
11103,16/04/2014,08/06/2016,"17828,13",8,"37,50%","25,00%","37,50%"
25563,16/04/2014,07/10/2016,"1239,0882",2,"100,00%","0,00%","0,00%"
28223,17/04/2014,17/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28584,17/04/2014,17/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
11100,17/04/2014,08/08/2016,"10570,56",7,"42,86%","14,29%","42,86%"
13606,18/04/2014,29/12/2016,"10272,9",6,"66,67%","0,00%","33,33%"
28340,18/04/2014,18/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28355,18/04/2014,18/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
11069,18/04/2014,06/06/2016,"8104,05",3,"100,00%","0,00%","0,00%"
17917,18/04/2014,03/09/2016,"4733,75",3,"66,67%","0,00%","33,33%"
17919,18/04/2014,16/09/2016,"4733,75",3,"66,67%","0,00%","33,33%"
17352,18/04/2014,24/07/2016,"6021,62",2,"100,00%","0,00%","0,00%"
17512,18/04/2014,08/01/2016,"4170,54",4,"50,00%","0,00%","50,00%"
13607,19/04/2014,11/12/2016,"8787,31",5,"60,00%","20,00%","20,00%"
19353,19/04/2014,16/12/2016,"2400,0882",2,"100,00%","0,00%","0,00%"
28586,19/04/2014,19/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
17916,19/04/2014,30/09/2016,"4787,74",4,"50,00%","25,00%","25,00%"
17504,19/04/2014,06/12/2016,"5147,21",4,"50,00%","0,00%","50,00%"
13770,20/04/2014,06/10/2016,"6428,23",5,"60,00%","0,00%","40,00%"
14146,20/04/2014,18/10/2016,"9095,52",8,"37,50%","12,50%","50,00%"
28362,20/04/2014,20/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28583,20/04/2014,20/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
17927,20/04/2014,17/11/2016,"8169,35",4,"50,00%","0,00%","50,00%"
17725,20/04/2014,15/06/2016,"8060,23",2,"100,00%","0,00%","0,00%"
14165,21/04/2014,10/10/2016,"9488,82",4,"50,00%","0,00%","50,00%"
28270,21/04/2014,21/04/2014,"7156,54",1,"100,00%","0,00%","0,00%"
28580,21/04/2014,11/06/2016,"8371,39",2,"100,00%","0,00%","0,00%"
28573,22/04/2014,22/04/2014,"14313,08",1,"100,00%","0,00%","0,00%"
26630,22/04/2014,22/04/2014,"2796,3928",1,"100,00%","0,00%","0,00%"
11076,22/04/2014,23/06/2016,"18359,01",4,"75,00%","0,00%","25,00%"
17909,22/04/2014,07/08/2016,"15496,55",4,"50,00%","50,00%","0,00%"
14195,23/04/2014,05/08/2016,"10661,25",7,"42,86%","0,00%","57,14%"
12261,23/04/2014,22/08/2016,"8368,21",5,"40,00%","0,00%","60,00%"
22118,23/04/2014,27/07/2016,"4158,24",4,"50,00%","0,00%","50,00%"
14599,23/04/2014,09/07/2016,"3054,0782",3,"66,67%","0,00%","33,33%"
17370,23/04/2014,13/06/2016,"4742,74",4,"50,00%","25,00%","25,00%"
13697,25/04/2014,03/09/2016,"6485,67",7,"42,86%","14,29%","42,86%"
17478,26/04/2014,08/06/2016,"8298,15",4,"50,00%","25,00%","25,00%"
17914,26/04/2014,16/09/2016,"4698,76",2,"100,00%","0,00%","0,00%"
12265,27/04/2014,07/08/2016,"5964,22",5,"40,00%","20,00%","40,00%"
28264,27/04/2014,13/12/2016,"8416,39",3,"66,67%","0,00%","33,33%"
28293,27/04/2014,27/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28294,27/04/2014,27/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28295,27/04/2014,27/04/2014,"3578,27",1,"100,00%","0,00%","0,00%"
20164,27/04/2014,21/09/2016,"5601,6982",3,"66,67%","0,00%","33,33%"
17923,27/04/2014,26/10/2016,"8276,19",3,"66,67%","33,33%","0,00%"
17926,27/04/2014,25/11/2016,"4715,7",4,"50,00%","0,00%","50,00%"
17513,27/04/2014,15/01/2016,"4260,24",4,"50,00%","0,00%","50,00%"
25560,27/04/2014,20/10/2016,"1288,0582",5,"40,00%","0,00%","60,00%"
28196,28/04/2014,20/12/2016,"11970,62",5,"40,00%","20,00%","40,00%"
28247,28/04/2014,17/12/2016,"9540,61",2,"100,00%","0,00%","0,00%"
28288,28/04/2014,29/12/2016,"9617,57",6,"33,33%","33,33%","33,33%"
20150,28/04/2014,09/04/2016,"3963,1164",6,"33,33%","16,67%","50,00%"
17918,28/04/2014,10/09/2016,"8312,02",3,"66,67%","0,00%","33,33%"
14155,29/04/2014,07/10/2016,"16728,07",3,"66,67%","0,00%","33,33%"
19340,29/04/2014,10/12/2016,"6411,1828",8,"37,50%","25,00%","37,50%"
22120,29/04/2014,05/03/2016,"16697,15",2,"100,00%","0,00%","0,00%"
14613,29/04/2014,08/07/2016,"3698,8528",5,"40,00%","60,00%","0,00%"
26640,29/04/2014,17/08/2016,"3385,3528",5,"40,00%","0,00%","60,00%"
11070,29/04/2014,28/06/2016,"23131,08",10,"30,00%","0,00%","70,00%"
11075,29/04/2014,26/06/2016,"20487,99",5,"60,00%","0,00%","40,00%"
17734,29/04/2014,03/07/2016,"15433,57",2,"100,00%","0,00%","0,00%"
17735,29/04/2014,09/08/2016,19011,3,"66,67%","33,33%","0,00%"
25561,29/04/2014,25/10/2016,"3974,3128",5,"40,00%","0,00%","60,00%"
13685,30/04/2014,26/08/2016,"6509,69",9,"33,33%","11,11%","55,56%"
28255,30/04/2014,16/12/2016,"6051,31",5,"40,00%","0,00%","60,00%"
14601,30/04/2014,12/07/2016,"10206,9382",4,"50,00%","0,00%","50,00%"
11101,30/04/2014,30/06/2016,"8262,52",7,"42,86%","14,29%","42,86%"
17913,30/04/2014,05/09/2016,"4733,75",3,"66,67%","0,00%","33,33%"
17922,30/04/2014,07/10/2016,"4821,72",6,"33,33%","16,67%","50,00%"
17726,30/04/2014,05/06/2016,"4721,73",5,"40,00%","20,00%","40,00%"
29391,30/04/2014,18/02/2016,"5674,91",3,"66,67%","0,00%","33,33%"
25891,30/04/2014,14/06/2016,"8143,13",2,"100,00%","0,00%","0,00%"
29448,01/05/2014,01/05/2014,"3399,99",1,"100,00%","0,00%","0,00%"
28664,01/05/2014,12/10/2016,"8437,67",2,"100,00%","0,00%","0,00%"
25917,01/05/2014,21/09/2016,"5999,65",4,"50,00%","25,00%","25,00%"
11107,01/05/2014,23/06/2016,"8171,01",6,"50,00%","0,00%","50,00%"
11110,01/05/2014,21/08/2016,"10388,02",5,"60,00%","0,00%","40,00%"
28660,01/05/2014,01/05/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28667,02/05/2014,14/01/2016,"6747,63",3,"66,67%","33,33%","0,00%"
28653,02/05/2014,02/05/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28662,02/05/2014,10/07/2016,"4827,1",4,"50,00%","0,00%","50,00%"
13782,03/05/2014,17/10/2016,"6512,19",9,"33,33%","0,00%","66,67%"
11108,03/05/2014,25/06/2016,"8124,04",5,"60,00%","0,00%","40,00%"
11134,03/05/2014,06/11/2016,"4911,83",3,"100,00%","0,00%","0,00%"
18210,03/05/2014,24/01/2016,"6044,59",5,"40,00%","20,00%","40,00%"
28671,04/05/2014,22/01/2016,"7898,89",2,"100,00%","0,00%","0,00%"
28790,04/05/2014,04/05/2014,"7156,54",1,"100,00%","0,00%","0,00%"
28794,04/05/2014,04/05/2014,"7156,54",1,"100,00%","0,00%","0,00%"
28627,04/05/2014,04/05/2014,"7156,54",1,"100,00%","0,00%","0,00%"
26683,04/05/2014,20/09/2016,"1969,9164",5,"40,00%","0,00%","60,00%"
11104,04/05/2014,17/06/2016,"11573,02",6,"50,00%","16,67%","33,33%"
13795,05/05/2014,04/03/2016,"15092,56",3,"66,67%","0,00%","33,33%"
17987,05/05/2014,01/10/2016,"4547,3728",3,"66,67%","33,33%","0,00%"
28761,05/05/2014,05/05/2014,"14313,08",1,"100,00%","0,00%","0,00%"
28645,05/05/2014,05/05/2014,"14313,08",1,"100,00%","0,00%","0,00%"
18250,05/05/2014,03/02/2016,"19272,96",4,"50,00%","0,00%","50,00%"
11124,05/05/2014,20/06/2016,"18328,99",6,"50,00%","0,00%","50,00%"
18238,05/05/2014,29/01/2016,"16765,42",3,"66,67%","0,00%","33,33%"
12290,06/05/2014,05/08/2016,"5873,26",2,"100,00%","0,00%","0,00%"
29400,06/05/2014,17/03/2016,"3992,46",5,"40,00%","20,00%","40,00%"
28792,06/05/2014,06/05/2014,"3578,27",1,"100,00%","0,00%","0,00%"
18243,06/05/2014,11/01/2016,"6058,21",4,"50,00%","0,00%","50,00%"
11117,06/05/2014,27/06/2016,"8184,99",8,"37,50%","12,50%","50,00%"
14702,07/05/2014,08/10/2016,"6729,57",7,"42,86%","14,29%","42,86%"
20167,07/05/2014,28/09/2016,"5585,7982",2,"100,00%","0,00%","0,00%"
19364,07/05/2014,03/12/2016,"8062,4282",6,"50,00%","16,67%","33,33%"
28672,07/05/2014,14/01/2016,"6687,63",3,"66,67%","0,00%","33,33%"
28772,07/05/2014,07/05/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28774,07/05/2014,07/05/2014,"3578,27",1,"100,00%","0,00%","0,00%"
18200,07/05/2014,01/10/2016,"4150,53",5,"40,00%","0,00%","60,00%"
18220,07/05/2014,11/01/2016,"6021,62",2,"100,00%","0,00%","0,00%"
18241,07/05/2014,22/01/2016,"6058,21",4,"50,00%","0,00%","50,00%"
13778,08/05/2014,29/01/2016,"4397,75",3,"66,67%","33,33%","0,00%"
28675,08/05/2014,08/05/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28628,08/05/2014,08/05/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28650,08/05/2014,08/05/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28654,08/05/2014,08/05/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28655,08/05/2014,08/05/2014,"3578,27",1,"100,00%","0,00%","0,00%"
28666,08/05/2014,19/12/2016,"4822,11",3,"66,67%","0,00%","33,33%"
18205,08/05/2014,13/01/2016,"8534,95",3,"66,67%","0,00%","33,33%"
13789,09/05/2014,11/01/2016,"4397,75",3,"66,67%","33,33%","0,00%"
18204,09/05/2014,16/11/2016,"4688,21",4,"50,00%","0,00%","50,00%"
18217,09/05/2014,16/01/2016,"6056,61",3,"66,67%","0,00%","33,33%"
13771,09/05/2014,17/10/2016,"6535,69",10,"30,00%","20,00%","50,00%"
